1.334151993189741300e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.110650719937275599e-02,1.484916919295316273e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.053837413948423458e-02,1.870389755333026760e-02,2.253221526634388572e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
8.567210411278577617e-03,1.445275107954792360e-02,2.989333155960674851e-02,4.662811179135290668e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.100305239438383452e-03,6.277755132324696653e-03,1.388445482413599476e-02,4.050851568681469728e-02,6.830348806947485196e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
2.699131538537213101e-03,3.876106808595280399e-03,7.234055136811592089e-03,2.055544038772569651e-02,7.140274085797508608e-02,1.282851746225865674e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.232602951783819687e-03,1.611284864892969680e-03,2.591424755391343385e-03,7.597068544289146096e-03,2.499072058264244223e-02,9.925423388777832034e-02,2.081172197778242416e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.124100622592566595e-04,5.610792256655693739e-04,9.537006738845994151e-04,2.777942594939304243e-03,9.212126316212066249e-03,3.499212930004284849e-02,1.645866901017251638e-01,3.098376823745143671e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
1.269631712627834524e-04,1.874394874881495847e-04,3.497909936655281657e-04,1.016901202879264780e-03,3.388132579926314732e-03,1.287102888213230087e-02,5.850494914972402538e-02,2.499335598841757045e-01,4.061470151844644993e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.146669257787518264e-05,6.482893694346368802e-05,1.279564254308332546e-04,3.716503739851435340e-04,1.241373087200701563e-03,4.715963703931650049e-03,2.143766568623491769e-02,8.932269185453069194e-02,3.269727852597164031e-01,4.677505835076816165e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.446866336083170517e-05,2.325226208930476768e-05,4.705339633955184063e-05,1.366266833613154674e-04,4.568220819077066486e-04,1.735484664356683410e-03,7.889279017900367730e-03,3.287225379229724576e-02,1.179691845796226185e-01,3.751320745062756701e-01,4.981553769961465927e-01,-0.000000000000000000e+00
7.090191146320424270e-06,1.153951502062724407e-05,2.360856783335970704e-05,6.854340796791712307e-05,2.292836838304767482e-04,8.710696050484713175e-04,3.959788896768070936e-03,1.649937630428657820e-02,5.921179016651618304e-02,1.850030256356753888e-01,5.403779829123985801e-01,8.081681095670927295e-01
