Domain Decomp info:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Number of domains:,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Domain mesh:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of processors:,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Processors per domain:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
 Maximum buffer size:,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Number of particles run:,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 x,phi,phisd,J,Jsd ,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4,2007705337,2022999998,2017999998,2024999998,2024999998,2017999998,2036999998,2021999998,2042999998,2021999998,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999,1034999999
0.5,1997150934,2010999998,2005999998,2012999998,2012999998,2005999998,2024999998,2009999998,2030999998,2009999998,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999,1022999999
0.6,1988687977,2002999998,1997999998,2004999998,2004999998,1997999998,2016999998,2001999998,2022999998,2001999998,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999,1014999999
0.7,1966375955,1977999998,1972999998,1979999998,1979999998,1972999998,1991999998,1976999998,1997999998,1976999998,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999,989999999
0.8,1917138966,1928999998,1923999998,1930999998,1930999998,1923999998,1942999998,1927999998,1948999998,1927999998,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1,940999999.1
0.9,1946475445,1958999998,1953999998,1960999998,1960999998,1953999998,1972999998,1957999998,1978999998,1957999998,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999,970999999
1,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9,1024999999,987999999,982999999,989999999,989999999,982999999,1001999999,986999999,1007999999,986999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
