Domain Decomp info:
 Number of domains:,3
 Domain mesh:
-10000000000.0,10000000000.0,
Number of processors:,3
Processors per domain:
1,1,1,
 Maximum buffer size:,1

 Number of particles run:,10000

 x,phi,phisd,J,Jsd 
0.0,0.2794208299543198,0.009317539786176235,-0.09815421299374541,0.0032127400919073515
0.1,0.32117455379675847,0.009993910018812106,-0.07829417183834807,0.0035011627851160294
0.2,0.3481435901465459,0.010650649188903736,-0.06675195782636566,0.003716957064443851
0.30000000000000004,0.373397582572328,0.011011712344145708,-0.0556082227242383,0.0038844807685122426
0.4,0.37491170544313707,0.010510117687319876,-0.04787209084822882,0.003993750518747951
0.5,0.41579435379693347,0.011842771704834316,-0.03781053840957128,0.004129774298775466
0.6000000000000001,0.41719543066426046,0.010887644007481833,-0.027956844318553782,0.004199944931163808
0.7000000000000001,0.41208829134382063,0.011202395702764698,-0.017740003179142542,0.004229069309887451
0.8,0.41346406435144156,0.010793918278120153,-0.007150964362414425,0.004234344714068947
0.9,0.42102690608604226,0.011722720492780558,0.003040541540812648,0.004265548571119133
1.0,0.4195835647000765,0.011187003437497392,0.01047899659003332,0.0042448617939998675
1.1,0.422109609248976,0.012325385432711479,0.01846694619572692,0.00420104477043104
1.2000000000000002,0.4210116489252801,0.01174767036237052,0.027542611091987367,0.004171980298156984
1.3,0.4085572013634442,0.010943628335186107,0.03726137042948839,0.004143258000886224
1.4000000000000001,0.4035972540376063,0.011205064985623682,0.04695007077379252,0.004066295498112885
1.5,0.39339598108682317,0.010736708728692838,0.05712795574663246,0.004028464961238048
1.6,0.3770822649239637,0.010827188252232701,0.06515845067250181,0.0039178297464743566
1.7000000000000002,0.3727082642135597,0.01170799104204698,0.07372081148715527,0.0037577077122156956
1.8,0.34108522009849684,0.011118932115146665,0.08827365653258093,0.003546945923639724
1.9000000000000001,0.28033872758594325,0.008687271539485685,0.11017413504090555,0.003295271718799413
2.0,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.1,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.2,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.3000000000000003,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.4000000000000004,0.2381089270410908,0.00870323452300697,0.12019999987980257,0.003252115250757535
2.5,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.6,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.7,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.8000000000000003,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
2.9000000000000004,0.2381089270410908,0.00870323452300697,0.12019999987980257,0.003252115250757535
3.0,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.1,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.2,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.3000000000000003,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.4000000000000004,0.2381089270410908,0.00870323452300697,0.12019999987980257,0.003252115250757535
3.5,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.6,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.7,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.8000000000000003,0.23810892704109177,0.008703234523007006,0.12019999987980358,0.0032521152507575457
3.9000000000000004,0.2381089270410908,0.00870323452300697,0.12019999987980257,0.003252115250757535
4.0,0.20897294280269096,0.007295553595693073,0.11040129014690593,0.0030830379634136204
4.1000000000000005,0.16364762068661518,0.006135852498413889,0.09289857652963439,0.0028557996555345993
4.2,0.1301487705029842,0.0051035113003802595,0.07884678997026469,0.0026537168237720315
4.3,0.10610784587863425,0.0044193424037509005,0.06687062712766967,0.0024657735167496054
4.4,0.08715923225161723,0.003768955976065272,0.05744421100210374,0.0022927802953983823
4.5,0.07272137346790715,0.0033367536798130097,0.04959923361389287,0.0021471200606731564
4.6000000000000005,0.06192676269469792,0.0030410799762251813,0.04336408606698595,0.0020155778056176097
4.7,0.05524154624464279,0.002845948284504734,0.038910525143051974,0.0019135872449240162
4.800000000000001,0.04715205819758669,0.0025702044044082937,0.03399705370662339,0.001788955943902964
4.9,0.04004218949369373,0.0023482856121777355,0.02929934465875571,0.0016617892239665013
5.0,0.034121166961789184,0.0021646477054464443,0.02532535279068538,0.001558616761362095
5.1000000000000005,0.029779236495931755,0.0020114479039921125,0.022272042221153966,0.0014578885437311132
5.2,0.026548179099975904,0.0018969642832924911,0.019989195800574802,0.0013869764208646967
5.300000000000001,0.02334123564539301,0.0017697813089186413,0.017659637229318625,0.0013033822708272786
5.4,0.02112006492399435,0.0016829988035123148,0.01612083938854424,0.0012546264767296664
5.5,0.01921218054610941,0.0016001902749148828,0.014672433681398329,0.00118886385626521
5.6000000000000005,0.01683070016154275,0.0014848632844046501,0.012894913471873676,0.001112945041347368
5.7,0.013921515671045725,0.0013389549425741202,0.01074041130802931,0.0010164559717248506
5.800000000000001,0.01207140597641353,0.0012522078010536427,0.009383184362450687,0.0009529664197399179
5.9,0.011069148913628925,0.0012140975358208388,0.008561229281161082,0.0009180260300112522
